Name,Address,City,State,Zip,Lat,Long,IsSchool,Breakfast,Lunch,Supper,PMSnack
Catholic Charities of Archdioces - MO Sokol Social Athletic Club,10756 South Green Bay Ave,Chicago,IL,60617,41.699266,-87.541693,0,0,1,0,0
Catholic Charities of Archdioces - MO Krause Playlot,10556 S Ave L,Chicago,IL,60617,41.702949,-87.536836,0,0,1,0,0
Catholic Charities of Archdioces - MO Medill Park,1326 W 14th Pl,Chicago,IL,60608,41.862714,-87.660139,0,0,1,0,0
Catholic Charities of Archdioces - MO Bloomindale Apartments,1745 N Keystone,Chicago,IL,60639,41.913008,-87.727139,0,0,1,0,0
Catholic Charities of Archdioces - MO Wentworth Commons,11045 S Wentworth Ave,Chicago,IL,60628,41.69309,-87.627672,0,0,1,0,0
Catholic Charities of Archdioces - In Hands Youth Outreach,11256 S State St,Chicago,IL,60628,41.689135,-87.623237,0,1,1,0,0
Catholic Charities of Archdioces - Erie Neighborhood House,1347 West Erie,Chicago,IL,60642,41.89317,-87.661417,0,0,1,0,0
Catholic Charities of Archdioces - New St. Paul COGIC,2113 W. Marquette Road,Chicago,IL,60636,41.77183,-87.676817,0,1,1,0,0
Catholic Charities of Archdioces - Live To Dream,12900 S. Halsted,Chicago,IL,60628,41.659438,-87.64167,0,1,1,0,0
Catholic Charities of Archdioces - SE: Chicago LAMP,1301 S. Sawyer Ave,Chicago,IL,60623,41.864345,-87.706473,0,0,1,1,0
Catholic Charities of Archdioces - SE: Carole Roberston Center for Learning,1898 S. Albany Ave,Chicago,IL,60623,41.85552,-87.702869,0,0,1,0,0
Catholic Charities of Archdioces - MO-Madison Terrance Apt,3141 W. Madison,Chicago,IL,60612,41.880621,-87.704544,0,0,1,0,0
Catholic Charities of Archdioces - Big Hugs For Little Hands,10623 S Halsted St,Chicago,IL,60628,41.700726,-87.642259,0,1,1,0,0
Catholic Charities of Archdioces - Ordained of God Full Gospel Church,13750 S Leyden Ave,Chicago,IL,60827,41.645366,-87.616064,0,1,1,0,0
Catholic Charities of Archdioces - SE. Brighton Park Elementary,3825 S Washtenaw Ave,Chicago,IL,60632,41.823999,-87.691862,0,0,1,0,0
Catholic Charities of Archdioces - SE. Ida B Wells,3845 S Vincennes Ave,Chicago,IL,60653,41.824431,-87.612302,0,0,1,0,0
Catholic Charities of Archdioces - MapsCorps,1212 E 59th St,Chicago,IL,60637,41.788211,-87.59558,0,1,0,0,0
Catholic Charities of Archdioces - Life Development Center,824 E 43rd St,Chicago,IL,60653,41.816953,-87.605561,0,1,1,0,0
Catholic Charities of Archdioces - Breakthrough Urban Ministries,348 N Saint Louis Ave,Chicago,IL,60624,41.887782,-87.71394,0,0,1,0,0
Catholic Charities of Archdioces - West Side Health Authority,1100 N. Long,Chicago,IL,60639,41.900373,-87.760842,0,0,1,0,0
Catholic Charities of Archdioces - SGA Family and Youth Services,138 W 109th St,Chicago,IL,60628,41.696449,-87.627057,0,0,1,0,0
Catholic Charities of Archdioces - Impact Family Center,658 E 92nd St,Chicago,IL,60619,41.727493,-87.607253,0,0,1,0,0
Catholic Charities of Archdioces - MO - Wolfe Playground,3325 E. 108th St,Chicago,IL,60617,41.698953,-87.543514,0,0,1,0,0
Greater Chicago Food Depository - Chicago West Side Christian Sch,1240 S Pulaski,Chicago,IL,60623,41.865214,-87.725466,0,1,1,0,0
Catholic Charities of Archdioces - Robeson High School,6835 S Normal Blvd,Chicago,IL,60621,41.770252,-87.636872,1,1,1,1,1
Greater Chicago Food Depository - Douglass Academy High School,543 N Waller Ave,Chicago,IL,60644,41.890386,-87.767148,1,0,0,1,1
Greater Chicago Food Depository - Fourth Presbyterian Church,126 E Chestnut St,Chicago,IL,60611,41.898758,-87.625148,0,1,1,0,0
Greater Chicago Food Depository - Chinese Mutual Aid Assn,1016 W Argyle St,Chicago,IL,60640,41.973474,-87.655712,0,1,1,0,0
Greater Chicago Food Depository - Lakeside Square Apts,920 W Lakeside Pl,Chicago,IL,60640,41.968504,-87.653546,0,0,1,0,1
Greater Chicago Food Depository - Alternatives Inc,4730 N Sheridan Rd,Chicago,IL,60640,41.968157,-87.655004,0,1,1,0,0
Greater Chicago Food Depository - True Light Baptist Church,7300 S Maryland Ave,Chicago,IL,60619,41.762068,-87.604513,0,1,1,0,1
Greater Chicago Food Depository - South Side Help Center,10420 S Halsted,Chicago,IL,60628,41.70444,-87.643248,0,1,1,0,0
Greater Chicago Food Depository - West Pullman Church Of God,322 W 119th St,Chicago,IL,60628,41.678129,-87.630779,0,0,1,0,0
Greater Chicago Food Depository - Casa Juan Diego,2020 S Blue Island Ave,Chicago,IL,60608,41.854586,-87.664295,0,1,1,0,0
Greater Chicago Food Depository - Westside Health Authority,5437 W Division St,Chicago,IL,60651,41.902013,-87.762433,0,1,1,0,0
Greater Chicago Food Depository - Youth Service Project Inc,3942 W North Ave,Chicago,IL,60647,41.910243,-87.725518,0,1,1,0,0
Greater Chicago Food Depository - Horner 1815,1815 W Monroe St,Chicago,IL,60612,41.879714,-87.672289,0,1,1,0,0
Greater Chicago Food Depository - St Agatha Family Empowerment,3147 W Douglas Blvd,Chicago,IL,60623,41.86229,-87.704949,0,1,1,0,0
Greater Chicago Food Depository - New Foundation  Baptist Church,10632 S Wentworth Ave,Chicago,IL,60628,41.700583,-87.628446,0,0,1,0,0
Greater Chicago Food Depository - Garfield Park Community Worship Center,4100 W Jackson Blvd,Chicago,IL,60624,41.87729,-87.72817,0,0,1,1,0
Greater Chicago Food Depository - CYC - Rebecca K Crown Center,218 S Wabash Ave Ste 600,Chicago,IL,60604,41.878897,-87.62639,0,0,0,1,0
Greater Chicago Food Depository - YMCA - High Ridge,2424 W Touhy Ave,Chicago,IL,60645,42.012647,-87.691529,0,1,1,0,0
Greater Chicago Food Depository - YMCA - South Side,6330 S Stony Island Ave,Chicago,IL,60637,41.779745,-87.587419,0,1,1,0,0
Greater Chicago Food Depository - YMCA - South Chicago,3039 E 91st St,Chicago,IL,60617,41.729784,-87.549161,0,1,1,0,0
Greater Chicago Food Depository - YMCA - McCormick Tribune PreK,1834 N Lawndale Ave,Chicago,IL,60647,41.914801,-87.719748,0,1,1,0,0
Greater Chicago Food Depository - Church of God Comm Day Care Ctr,1738 W Marquette Rd,Chicago,IL,60636,41.772361,-87.668082,0,0,1,0,1
Greater Chicago Food Depository - First Prebyterian Church,6400 S Kimbark Ave,Chicago,IL,60637,41.778385,-87.595064,0,0,1,0,0
Greater Chicago Food Depository - Better Boys Foundation,1512 S Pulaski Rd,Chicago,IL,60623,41.86036,-87.72534,0,1,1,0,0
Greater Chicago Food Depository - YMCA - Rauner Family,2700 S Western Ave,Chicago,IL,60608,41.843928,-87.686306,0,1,1,0,0
Greater Chicago Food Depository - Kidwatch Plus Inc,3901 N Ridgeway Ave,Chicago,IL,60618,41.952388,-87.720839,0,0,1,0,1
Greater Chicago Food Depository - Charles A Hayes Family Invest,4455 S King Dr,Chicago,IL,60653,41.81325,-87.615882,0,0,1,0,0
Greater Chicago Food Depository - CYC Elliott Donnelley Youth Center,3947 S Michigan Ave,Chicago,IL,60653,41.822431,-87.622705,0,0,1,0,1
Greater Chicago Food Depository - Albany Child Care Center,520 N Halsted St Ste 412,Chicago,IL,60642,41.891591,-87.647639,0,0,1,0,1
Greater Chicago Food Depository - Edgewater Baptists Church,1401 W Hollywood Ave,Chicago,IL,60660,41.985195,-87.66523,0,0,1,0,1
Greater Chicago Food Depository - Immaculate Conception,8739 S Exchange Ave,Chicago,IL,60617,41.735851,-87.552764,0,1,1,0,0
Greater Chicago Food Depository - North Point Advancement Center,7655 N Ashland Ave,Chicago,IL,60626,42.020939,-87.670362,0,1,1,0,0
Greater Chicago Food Depository - Victory Cathedral Faith Church,10441 S Racine Ave,Chicago,IL,60643,41.703883,-87.65204,0,1,1,0,0
Greater Chicago Food Depository - Ness,4531 N Hazel St,Chicago,IL,60640,41.96467,-87.652205,0,1,1,0,0
Greater Chicago Food Depository - St Thomas Lutheran Church,8000 S Jeffery Blvd,Chicago,IL,60617,41.749762,-87.575964,0,0,1,0,1
Greater Chicago Food Depository - BUILD Inc,1237 N California Ave,Chicago,IL,60622,41.904039,-87.696507,0,0,1,0,1
Greater Chicago Food Depository - Olive Harvey College Learning Center,10001 S Woodlawn Ave,Chicago,IL,60628,41.710537,-87.592116,0,1,1,0,0
Greater Chicago Food Depository - South Shore Drill Team,7200 S Ingleside Ave,Chicago,IL,60619,41.764069,-87.602436,0,0,0,1,1
Greater Chicago Food Depository - Family Focus,3517 W Arthington St,Chicago,IL,60624,41.869405,-87.713764,0,0,1,0,1
Greater Chicago Food Depository - Gallery 37 Center For The Arts,66 E Randolph St,Chicago,IL,60601,41.884821,-87.625485,0,0,1,0,0
Greater Chicago Food Depository - Southwest Montessori School,8620 S Racine Ave,Chicago,IL,60620,41.737023,-87.653618,0,0,1,0,0
Greater Chicago Food Depository - Westlawn Gospel Chapel,2115 S Saint Louis Ave,Chicago,IL,60623,41.85309,-87.712024,0,1,1,0,0
Greater Chicago Food Depository - Christian Service Center,4750 W Washington Blvd,Chicago,IL,60644,41.882044,-87.744875,0,0,1,0,0
Greater Chicago Food Depository - Friendship Baptist Church,5200 W Jackson Blvd,Chicago,IL,60644,41.87691,-87.755359,0,1,1,0,0
Greater Chicago Food Depository - Interfaith Refugee Youth Program,1212 W Balmoral Ave,Chicago,IL,60640,41.980145,-87.660939,0,0,1,0,1
Greater Chicago Food Depository - St Paul Church Summer Camp,4526 S Wabash Ave,Chicago,IL,60653,41.812296,-87.625001,0,0,1,0,1
Greater Chicago Food Depository - Providence Missionary Baptist Church,8401 S Ashland Ave,Chicago,IL,60620,41.740958,-87.66271,0,1,1,0,0
Greater Chicago Food Depository - Golden Gate Day Care Center,432 E 134th St,Chicago,IL,60827,41.651084,-87.610857,0,1,1,0,0
Greater Chicago Food Depository - Chicago State University,8751 S Greenwood Ave Ste 100,Chicago,IL,60619,41.735095,-87.595836,0,0,1,0,1
Greater Chicago Food Depository - Jewish Child and Family Services,3145 W Pratt Blvd,Chicago,IL,60645,42.003677,-87.708897,0,0,1,0,0
Greater Chicago Food Depository - Mercy Housing Programs,4943 W Quincy St,Chicago,IL,60644,41.877365,-87.749064,0,0,1,0,0
Greater Chicago Food Depository - Commonwealth Comm Church,140 W 81st St,Chicago,IL,60620,41.747499,-87.628499,0,1,1,0,0
Greater Chicago Food Depository - Parkway Gardens Christain Church,6600 S King Dr,Chicago,IL,60637,41.774659,-87.616267,0,0,0,1,1
Greater Chicago Food Depository - Miguel Barreto ULBGC,1214 N Washtenaw Ave,Chicago,IL,60622,41.903609,-87.694978,0,1,1,0,0
Greater Chicago Food Depository - ULBGC One,2157 W 19th St,Chicago,IL,60608,41.855523,-87.680618,0,1,1,0,0
Greater Chicago Food Depository - Park Manor Christian Church,600 E 73rd St,Chicago,IL,60619,41.762292,-87.610048,0,1,1,0,0
Greater Chicago Food Depository - Little Black Pearl,1060 E 47th St,Chicago,IL,60653,41.809943,-87.599608,0,1,1,0,0
Greater Chicago Food Depository - Living Water Comm Church,6808 N Ashland Blvd,Chicago,IL,60626,42.00569,-87.670185,0,0,0,0,1
Greater Chicago Food Depository - St Mark United Methodist Church,8441 S Saint Lawrence Ave,Chicago,IL,60619,41.740827,-87.609782,0,1,1,0,0
Greater Chicago Food Depository - Instituto Del Progreso Latino,2520 S Western,Chicago,IL,60608,41.845752,-87.685857,0,1,1,0,0
Greater Chicago Food Depository - Jackson Blvd Christian Church,2413 W Jackson Blvd,Chicago,IL,60612,41.877306,-87.687142,0,0,1,0,0
Greater Chicago Food Depository - New Beginnings Church of Chicago,6620 S King Dr,Chicago,IL,60637,41.774036,-87.615883,0,1,1,0,0
Greater Chicago Food Depository - Chatham Fields,8050 S Saint Lawrence Ave,Chicago,IL,60619,41.747768,-87.610372,0,1,1,0,0
Greater Chicago Food Depository - Gary Comer Youth Center,7131 S South Chicago Ave,Chicago,IL,60619,41.765196,-87.604002,0,1,1,0,0
Greater Chicago Food Depository - Chatham Avalon Nursery School,26 E 79th St,Chicago,IL,60619,41.751176,-87.623515,0,1,1,0,0
Greater Chicago Food Depository - True to Life Foundation,1712 E 87th St,Chicago,IL,60617,41.737137,-87.582164,0,0,1,0,1
Greater Chicago Food Depository - Maternity BVM School,3647 W North Ave,Chicago,IL,60647,41.909662,-87.718208,0,1,1,0,0
Greater Chicago Food Depository - Housing Opportunities For Women,1607 W Howard St,Chicago,IL,60626,42.019098,-87.671527,0,0,1,0,0
Greater Chicago Food Depository - Indo American Center,6328 N California Ave,Chicago,IL,60659,41.996596,-87.699933,0,0,1,0,0
Greater Chicago Food Depository - Operation Restoration Dev Center,8758 S Peoria St,Chicago,IL,60620,41.734723,-87.645881,0,1,1,0,0
Greater Chicago Food Depository - Smart Kids,556 W 51st Street,Chicago,IL,60616,41.801699,-87.640425,0,0,1,0,0
Greater Chicago Food Depository - West Communities YMCA,6235 S Homan Ave,Chicago,IL,60629,41.779543,-87.707663,0,1,1,0,0
Greater Chicago Food Depository - Dawson Skill Center,3901 S State St,Chicago,IL,60609,41.822774,-87.625998,0,1,1,0,0
Greater Chicago Food Depository - Kelly Hall YMCA,824 N Hamlin Ave,Chicago,IL,60651,41.896064,-87.721559,0,1,1,0,0
Greater Chicago Food Depository - Lawndale Gardens,2718 W 26th St,Chicago,IL,60608,41.844816,-87.69357,0,1,1,0,0
Greater Chicago Food Depository - Horner West Haven,2147 W Maypole,Chicago,IL,60612,41.88374,-87.680986,0,1,1,0,0
Greater Chicago Food Depository - Neighborhood Boys and Girls Club,2501 W Irving Park Rd,Chicago,IL,60618,41.953657,-87.69131,0,1,0,0,1
Greater Chicago Food Depository - Ickes Bridgeport,3122 S Green St,Chicago,IL,60608,41.836321,-87.64723,0,1,1,0,0
Greater Chicago Food Depository - Major Adams Community,125 N Hoyne,Chicago,IL,60612,41.883849,-87.678581,0,1,1,0,0
Greater Chicago Food Depository - KLEO Community Family Life,119 E Garfield Blvd,Chicago,IL,60637,41.794097,-87.621743,0,1,1,0,0
Abundant Favor Worship Ctr - ArtZ for Change,400 W 76th St,Chicago,IL,60620,41.756497,-87.635087,0,1,1,0,0
Greater Chicago Food Depository - CYC - ABC Family Center,3415 W 13th Pl,Chicago,IL,60623,41.863846,-87.711146,0,0,0,1,0
Greater Chicago Food Depository - Universal Family Connection Inc,1350 W 103rd St,Chicago,IL,60643,41.707037,-87.657152,0,0,1,0,1
Greater Chicago Food Depository - 002nd District CAPS,5101 S Wentworth St,Chicago,IL,60609,41.801751,-87.630696,0,0,1,0,1
Greater Chicago Food Depository - Back to God Church Summer Soul Camp,7326 S Racine Ave,Chicago,IL,60636,41.760639,-87.654323,0,0,1,0,0
Greater Chicago Food Depository - Little Angels Academy Kindergarten,10501 S Torrence Ave,Chicago,IL,60617,41.704557,-87.559602,0,0,1,0,1
Greater Chicago Food Depository - Dearborn,2931 S  Federal St,CHICAGO,IL,60616,41.840981,-87.628726,0,1,1,0,0
Greater Chicago Food Depository - Washington Park,713 E 45th St,Chicago,IL,60653,41.812951,-87.608814,0,1,1,0,0
Greater Chicago Food Depository - Washington Park,4021 S Prairie Ave Apt 101,Chicago,IL,60653,41.821399,-87.6199,0,1,1,0,0
Greater Chicago Food Depository - Family Matters,7731 N Marshfield Ave,Chicago,IL,60626,42.022059,-87.671575,0,0,1,0,0
Greater Chicago Food Depository - Blackstone Bicycle Works,6100 S Blackstone Ave,Chicago,IL,60637,41.784136,-87.59059,0,1,1,0,0
Greater Chicago Food Depository - Marillac House Food Pantry,2859 W Jackson Blvd,Chicago,IL,60612,41.877124,-87.698431,0,1,1,0,0
Greater Chicago Food Depository - Greater King David Church,4921 S Prairie Ave,Chicago,IL,60615,41.804985,-87.619079,0,1,1,0,0
Greater Chicago Food Depository - MO Good Shepherd Church,2735 South Kolin Avenue,Chicago,IL,60623,41.840761,-87.732598,0,0,1,0,0
Greater Chicago Food Depository - MO St Pancratius,4025 South Sacramento Ave,Chicago,IL,60632,41.819714,-87.699127,0,0,1,0,0
Greater Chicago Food Depository - Altgeld,742 E 133rd Place,Chicago,IL,60827,41.653243,-87.602759,0,1,1,0,0
Greater Chicago Food Depository - Parkway Gardens,6415 S Calument Ave,Chicago,IL,60637,41.777043,-87.617209,0,1,1,0,0
Greater Chicago Food Depository - United In Love,7010 S Halsted,Chicago,IL,60624,41.766533,-87.644803,0,1,1,0,0
Greater Chicago Food Depository - Altgeld 13136,13136 S Langley,Chicago,IL,60627,41.656003,-87.605442,0,1,1,0,0
Greater Chicago Food Depository - Altgeld 656A,656A E 133rd St,Chicago,IL,60627,41.653722,-87.60555,0,1,1,0,0
Greater Chicago Food Depository - Ashuntis 2 Community Center,4350 W 16th St,Chicago,IL,60623,41.858891,-87.734322,0,0,1,0,1
Greater Chicago Food Depository - Salvation Army Mayfair,5020 N Pulaski Rd,Chicago,IL,60630,41.972862,-87.729773,0,1,0,0,1
Greater Chicago Food Depository - Light House Apostolic,7759 S Eberhart Ave,Chicago,IL,60619,41.753103,-87.612231,0,1,1,0,0
Greater Chicago Food Depository - St John Evangelist MB Church,1234 W 63rd street,Chicago,IL,60636,41.779837,-87.656685,0,0,1,0,0
Greater Chicago Food Depository - Christian Community Health Center,8025 S Honore,Chicago,IL,60620,41.747654,-87.669129,0,1,1,0,0
Greater Chicago Food Depository - Washington Park,627 E 40th Street,Chicago,IL,60653,41.821433,-87.610749,0,1,1,0,0
Greater Chicago Food Depository - Wentworth 248,248 W 38th Place,Chicago,IL,60616,41.824627,-87.63296,0,1,1,0,0
Greater Chicago Food Depository - Trumbull,10616 S Bensley,Chicago,IL,60616,41.702105,-87.563486,0,1,1,0,0
Greater Chicago Food Depository - MO West Englewood Public Library,1745 W 63rd St,Chicago,IL,60636,41.779076,-87.668442,0,0,1,0,0
Greater Chicago Food Depository - MO St Peters Church,5450 W Diversey,Chicago,IL,60639,41.931585,-87.763114,0,0,1,0,0
Greater Chicago Food Depository - Kelly Branch Chicago Public Library,6151 S Normal Ave,Chicago,IL,60621,41.775716,-87.636861,0,0,1,0,0
Greater Chicago Food Depository - Street Level Youth Media,1637 N Ashland Ave,Chicago,IL,60622,41.911737,-87.667358,0,0,1,0,1
Greater Chicago Food Depository - Cabrini,523 W Locust,Chicago,IL,60610,41.89876,-87.641931,0,1,1,0,0
Greater Chicago Food Depository - TSA Chicago Temple,1 N Ogden,Chicago,IL,60607,41.881774,-87.665273,0,1,1,0,0
Greater Chicago Food Depository - TSA Englewood Red Shield,945 W 69th St,Chicago,IL,60621,41.768522,-87.648744,0,1,1,0,0
Greater Chicago Food Depository - Imagine Englewood If,730 W 69th St,Chicago,IL,60621,41.769059,-87.642998,0,0,1,0,1
Greater Chicago Food Depository - Because I Care Inc,5811 W Chicago Ave,Chicago,IL,60651,41.894586,-87.770667,0,1,1,0,0
Greater Chicago Food Depository - golden Sugar,5527 S Ashland,Chicago,IL,60636,41.792813,-87.664243,0,0,1,0,1
Greater Chicago Food Depository - Roseland Christian Ministries,10858 S Michigan,Chicago,IL,60628,41.696483,-87.621161,0,1,1,0,0
Greater Chicago Food Depository - Daley Richard M W Humboldt,733 N Kedzie Ave,Chicago,IL,60612,41.894781,-87.706177,0,0,1,0,0
Greater Chicago Food Depository - MO Legler Library,115 S Pulaski Rd,Chicago,IL,60624,41.879312,-87.725303,0,0,1,0,0
New Evangelical Bible Church - New Evangelical Bible Church,4636 W Washington Blvd,Chicago,IL,60644,41.882234,-87.741573,0,0,1,0,1
Greater Chicago Food Depository - Westside Learning Center Learn and Earn,4624 W Madison St,Chicago,IL,60644,41.881278,-87.741135,0,1,1,0,0
Greater Chicago Food Depository - Lez Enfants Academy,7209 S Halsted St,Chicago,IL,60621,41.762955,-87.644043,0,1,1,0,0
Greater Chicago Food Depository - Sherman Park Library,5440 S Racine Ave,Chicago,IL,60609,41.794837,-87.655163,0,0,1,0,0
Greater Chicago Food Depository - Maranatha Community Youth Center,1631 E 71st St,Chicago,IL,60649,41.765775,-87.584599,0,0,1,0,1
Greater Chicago Food Depository - Erie Neighborhood House,4225 W 25th St,Chicago,IL,60623,41.845763,-87.730525,0,0,1,0,0
Greater Chicago Food Depository - Community Counseling Centers of Chicago,4740 N Clark St,Chicago,IL,60640,41.968023,-87.667676,0,0,1,0,0
Greater Chicago Food Depository - Back of The Yards IB HS,2111 W 47th St,Chicago,IL,60609,41.807744,-87.677605,1,0,1,0,0
New Life Community Ministries - King of Glory,2314 E 83rd St,Chicago,IL,60617,41.744667,-87.56823,0,1,1,0,0
Greater Chicago Food Depository - Metroploitian Family Services,235 E 103rd St,Chicago,IL,60628,41.706994,-87.616678,0,0,1,0,1
Greater Chicago Food Depository - My Cheer Now,12040 S Doty Road,Chicago,IL,60628,41.676127,-87.601951,0,1,1,0,0
Greater Chicago Food Depository - Esperanza Community Services,520 N Marshfield Ave,Chicago,IL,60622,41.891418,-87.668832,0,0,1,0,0
Greater Chicago Food Depository - St. Mark AME Zion Church,7358 S. Cottage Grove,Chicago,IL,60619,41.760555,-87.605733,0,1,1,0,0
Greater Chicago Food Depository - CircEsteem,1650 W. Foster Ave.,Chicago,IL,60640,41.976426,-87.671637,0,0,1,0,1
Greater Chicago Food Depository - Altgeld,13046 S. Evans,Chicago,IL,60827,41.658098,-87.603525,0,1,1,0,0
Greater Chicago Food Depository - Cambridge Camp,1014 E. 47th Street,Chicago,IL,60653,41.809965,-87.600581,0,1,1,0,0
Greater Chicago Food Depository - MO Austin Library,5615 W. Race Ave.,Chicago,IL,60644,41.889016,-87.765811,0,0,1,0,0
Greater Chicago Food Depository - MO Our Lady of the Mount Church,2414 S. 61st Ave,Chicago,IL,60804,41.846872,-87.77656,0,0,1,0,0
Greater Chicago Food Depository - MO Resurrection Project,1818 S. Paulina,Chicago,IL,60608,41.857573,-87.668648,0,0,1,0,0
Greater Chicago Food Depository - MO McKinley Park Library,1915 W. 35th St,Chicago,IL,60609,41.830151,-87.673591,0,0,1,0,0
Greater Chicago Food Depository - UIC Adams Hall Aferican American Cultural Center,830 S Halsted,Chicago,IL,60607,41.871109,-87.646447,0,0,1,0,0
Greater Chicago Food Depository - Changing Life Education Intiative,7901 South Sangamon,Chicago,IL,60620,41.750328,-87.647073,0,1,1,0,0
Greater Chicago Food Depository - Children's Health and Executive Club,1234 S. Michigan,Chicago,IL,60605,41.866506,-87.624334,0,0,1,0,1
Greater Chicago Food Depository - St Francis of Assisi,932 N Kostner ,Chicago,IL,60651,41.898215,-87.736287,0,0,1,0,0
Greater Chicago Food Depository - grant memorial ame,4017 south drexel,chicago,IL,60653,41.821003,-87.604532,0,0,1,0,0
Greater Chicago Food Depository - Second Chance,6276 W North Ave,Chicago,IL,60639,41.909422,-87.783042,0,1,1,0,0
Greater Chicago Food Depository - Puerto Rican Arts Alliance,1440 N Sacramento Ave,Chicago,IL,60622,41.907087,-87.702964,0,0,1,0,1
Greater Chicago Food Depository - St John Pentacostal Church,10705 S Michigan Ave,Chicago,IL,60628,41.699598,-87.620595,0,0,1,0,0
Greater Chicago Food Depository - Gospel Way Covenant Church,8152 South Saginaw avenue,Chicago,IL,60617,41.746636,-87.560421,0,0,1,0,0
Greater Chicago Food Depository - New Hope Lutheran School,6416 S Washtenaw Ave,Chicago,IL,60629,41.776881,-87.691201,0,1,1,0,0
Greater Chicago Food Depository - Association House,1116 N. Kedzie Avenue,Chicago,IL,60651,41.901496,-87.707581,0,1,1,0,0
Greater Chicago Food Depository - Wentworth,3737 S. Wells,Chicago,IL,60609,41.827311,-87.632591,0,1,1,0,0
Greater Chicago Food Depository - Cease Fire West,3504 W. Chicago,Chicago,IL,60651,41.89565,-87.714207,0,0,0,1,0
Greater Chicago Food Depository - Breakthrough Urban Ministries,3219 W. Carroll Avenue,Chicago,IL,60624,41.887223,-87.707268,0,1,1,0,0
Greater Chicago Food Depository - Inner City Youth Services,9214 S Commercial,Chicago,IL,60617,41.727886,-87.551513,0,1,1,0,0
Greater Chicago Food Depository - Muslim Women Resource Center,6445 N Western Ave Suite 301,Chicago,IL,60645,41.999314,-87.689549,0,1,0,0,1
Greater Chicago Food Depository - House of Prayer and Healing,235 E. 69th Street,Chicago,IL,60619,41.769083,-87.618915,0,1,1,0,0
Greater Chicago Food Depository - Burnett School of Performing Arts,3800 S. Michigan Ave,Chicago,IL,60653,41.825464,-87.623561,0,0,1,0,1
Greater Chicago Food Depository - Connections to the Future,5423 W. Augusta Ave,Chicago,IL,60651,41.898321,-87.761757,0,0,1,0,1
Greater Chicago Food Depository - Greater St Paul AME,4236 W Cermak Road,Chicago,IL,60623,41.851766,-87.731223,0,0,1,0,0
Greater Chicago Food Depository - YiPEE-Bosen/Hermosa,4224 W. Belmont Street,Chicago,IL,60641,41.939266,-87.733729,0,1,1,0,0
Greater Chicago Food Depository - Greater Metropolitan MB Church,5856 W. Wabash Ave,Chicago,IL,60637,41.787801,-87.624379,0,1,1,0,0
Greater Chicago Food Depository - House Development Corp,2111 S. Hamlin,Chicago,IL,60623,41.85241,-87.719848,0,1,1,0,0
Greater Chicago Food Depository - SSW-Homan,1402 S. Homan,Chicago,IL,60623,41.86234,-87.710428,0,1,1,0,0
Greater Chicago Food Depository - LATHROP,2603 N HOYNE #841,CHICAGO,IL,60647,41.928907,-87.678591,0,1,1,0,0
Greater Chicago Food Depository - SSSE Giles,3555 S Giles,Chicago,IL,60609,41.82953,-87.619171,0,1,1,0,0
Greater Chicago Food Depository - SSSE-Root,359 W. 42nd Street,Chicago,IL,60609,41.817964,-87.63568,0,1,1,0,0
Greater Chicago Food Depository - Lowden,228A W. 95th Street,Chicago,IL,60628,41.72171,-87.629692,0,1,1,0,0
Greater Chicago Food Depository - Truman,1145 W. Wilson,Chicago,IL,60640,41.964524,-87.658993,0,1,1,0,0
Greater Chicago Food Depository - Loyola University,6339 N. Sheridan Road,Chicago,IL,60660,41.997618,-87.65532,0,1,1,0,0
Greater Chicago Food Depository - Kennedy King Learn and Earn,740 W. 63rd Street,Chicago ,IL,60621,41.780201,-87.643849,0,1,1,0,0
Greater Chicago Food Depository - Holman Leadership Academy,7100 S South Shore Dr,Chicago,IL,60649,41.765998,-87.563109,0,1,1,0,0
Greater Chicago Food Depository - Triedstone Church,1413 W. 104th Street,Chicago,IL,60643,41.704926,-87.658027,0,0,1,0,1
Greater Chicago Food Depository - Chatham Enrichment Center,8221 S. State,Chicago,IL,60619,41.744716,-87.624032,0,1,1,0,0
Greater Chicago Food Depository - Puerto Rican Arts Alliance,2958 N Milwaukee Ave,Chicago,IL,60618,41.934935,-87.717705,0,0,1,0,1
Greater Chicago Food Depository - Brooks/Roosevelt Square,1351 W Hastings St,Chicago,IL,60608,41.864117,-87.66128,0,1,1,0,0
Greater Chicago Food Depository - Lake Parc Place-3939,3939 S Lake Park Ave,Chicago,IL,60653,41.823945,-87.602728,0,1,1,0,0
Greater Chicago Food Depository - Altgeld-13032,13032 S Greenwood Ave,Chicago,IL,60827,41.657771,-87.59626,0,1,1,0,0
Greater Chicago Food Depository - Lake Parc Place,3983 S Lake Park Ave,Chicago,IL,60653,41.823001,-87.60205,0,1,1,0,0
Greater Chicago Food Depository - Trumbull-10606,10606 S Oglesby Ave,Chicago,IL,60617,41.702434,-87.565375,0,1,1,0,0
Greater Chicago Food Depository - Brooks/Roosevelt Square,1327 W 13th St,Chicago,IL,60608,41.864902,-87.660434,0,1,1,0,0
Greater Chicago Food Depository - Archi-treasures,1350 S Morgan St,Chicago,IL,60608,41.864058,-87.648208,0,1,1,0,0
Greater Chicago Food Depository - Community Film Wrkshp of Chic,6200 S Drexel Ave Rm 201,Chicago,IL,60637,41.781934,-87.604879,0,0,1,0,1
