Name,Address,City,State,Zip,Lat,Long,IsSchool,Breakfast,Lunch,Supper,PMSnack
Chicago Park District - West Pullman Park,401 W 123rd St, Chicago, IL,60628,41.670643,-87.630684,0,0,1,0,1
Chicago Park District - Brainerd Park,1246 W 92nd St, Chicago, IL,60620,41.727077,-87.654913,0,0,1,0,1
Chicago Park District - Ada Park,11250 S Ada St, Chicago, IL,60643,41.68906,-87.655679,0,0,1,0,1
Chicago Park District - Mount Greenwood Park,3721 W 111th St, Chicago, IL,60655,41.691065,-87.713737,0,0,0,0,1
Chicago Park District - Palmer Park,201 E 111th St, Chicago, IL,60628,41.691903,-87.616274,0,0,1,0,1
Chicago Park District - Beverly Park,2460 W 102nd St, Chicago, IL,60655,41.708215,-87.683157,0,0,1,0,1
Chicago Park District - Hamilton Park Day Camp,513 W 72nd St, Chicago, IL,60621,41.762875,-87.637675,0,0,1,0,1
Chicago Park District - Hermitage Park,5839 S Wood St, Chicago, IL,60636,41.787597,-87.669264,0,0,1,0,1
Chicago Park District - Vittum Park,5010 W 50th St, Chicago, IL,60638,41.80235,-87.748242,0,0,1,0,0
Chicago Park District - Wilson Comm Center,3225 S Racine Ave, Chicago, IL,60608,41.835355,-87.655599,0,0,1,0,1
Chicago Park District - West Lawn Park,4233 W 65th St, Chicago, IL,60629,41.774931,-87.728099,0,0,1,0,1
Chicago Park District - Pasteur Park,5825 S Kostner Ave, Chicago, IL,60629,41.787148,-87.732465,1,0,1,0,0
Chicago Park District - Durkin Park Elem School,8445 S Kolin Ave, Chicago, IL,60652,41.739047,-87.72988,1,0,1,0,1
Chicago Park District - Wentworth Park,5625 S Mobile Ave, Chicago, IL,60638,41.790214,-87.779024,1,0,1,0,1
Chicago Park District - McKinley Park,2210 W Pershing Rd, Chicago, IL,60609,41.823738,-87.682445,0,1,1,0,0
Chicago Park District - Altgeld Park,515 S Washtenaw Ave, Chicago, IL,60612,41.874736,-87.693696,0,0,1,0,1
Chicago Park District - Douglas Park,1401 S Sacramento, Chicago, IL,60623,41.863235,-87.702048,0,0,1,0,1
Chicago Park District - Union Park,1501 W Randolph St, Chicago, IL,60607,41.885142,-87.666066,0,0,1,0,1
Chicago Park District - Dvorak Park,1119 W Cullerton St, Chicago, IL,60608,41.855021,-87.653907,0,0,1,0,1
Chicago Park District - McGuane Park,2901 S Poplar Ave, Chicago, IL,60608,41.841144,-87.648599,0,0,1,0,1
Chicago Park District - Amundsen Park,6200 W Bloomingdale Ave, Chicago, IL,60639,41.913381,-87.780275,0,0,1,0,1
Chicago Park District - Fosco Playground Park,1312 S Racine Ave, Chicago, IL,60608,41.864755,-87.657399,0,0,1,0,1
Chicago Park District - Blackhawk Park Day Camp,2318 N Lavergne Ave, Chicago, IL,60639,41.922877,-87.751605,0,0,1,0,1
Chicago Park District - Kelvyn Park,4438 W Wrightwood Ave, Chicago, IL,60639,41.928971,-87.738106,0,0,1,0,1
Chicago Park District - Kilbourn Park,3501 N Kilbourn Ave, Chicago, IL,60641,41.944612,-87.739458,0,0,1,0,1
Chicago Park District - Avondale Park,3516 W School St, Chicago, IL,60618,41.941282,-87.715246,0,0,1,0,1
Chicago Park District - Hermosa Park,2240 N Kilbourn Ave, Chicago, IL,60639,41.922057,-87.739563,0,0,1,0,1
Chicago Park District - Independence Day Camp,3945 N Springfield Ave, Chicago, IL,60618,41.952973,-87.724717,0,0,1,0,0
Chicago Park District - Shabbona Park,6935 W Addison St, Chicago, IL,60634,41.945045,-87.799699,0,0,1,0,1
Chicago Park District - Horner Park,2741 W Montrose, Chicago, IL,60618,41.960554,-87.69771,0,0,1,0,1
Chicago Park District - Sauganash Park,5861 N Kostner Ave, Chicago, IL,60646,41.988401,-87.737399,0,0,1,0,0
Chicago Park District - Oriole Park,5430 N Olcott Ave, Chicago, IL,60656,41.978282,-87.814456,0,0,1,0,1
Chicago Park District - Dunham Park,4638 N Melvina Ave, Chicago, IL,60630,41.965869,-87.78234,0,0,1,0,1
Chicago Park District - Norwood Park Fieldhouse,5801 N Natoma Ave, Chicago, IL,60631,41.986605,-87.794029,0,0,1,0,0
Chicago Park District - Portage Park,4100 N Long Ave, Chicago, IL,60641,41.955369,-87.763589,0,0,1,0,1
Chicago Park District - Jefferson Park,4822 N Long Ave, Chicago, IL,60630,41.968703,-87.762763,0,0,1,0,1
Chicago Park District - Kosciuszko Park,2732 N Avers Ave, Chicago, IL,60647,41.931512,-87.723736,0,0,1,0,1
Chicago Park District - Winnemac Park,5100 N Leavitt, Chicago, IL,60625,41.974027,-87.684238,0,0,1,0,0
Chicago Park District - Columbus Park,500 S Central Ave, Chicago, IL,60644,41.873789,-87.764961,0,0,1,0,1
Chicago Park District - O Hallaren Park,8335 S Honore St, Chicago, IL,60620,41.742683,-87.669272,0,0,1,0,1
Chicago Park District - Nat King Cole Park,361 E 85th St, Chicago, IL,60619,41.740122,-87.615649,0,0,1,0,1
Chicago Park District - Homan Square Community Center,3559 W Arthington St, Chicago, IL,60624,41.869646,-87.713457,0,0,1,1,1
Chicago Park District - Berger Park,6205 N Sheridan Rd, Chicago, IL,60660,41.99486,-87.655109,0,0,1,0,1
Chicago Park District - Margate Park,4921 N Marine Dr, Chicago, IL,60640,41.972088,-87.649774,0,0,1,0,1
Chicago Park District - Emmerson Park,1820 W Granville, Chicago, IL,60660,41.99487,-87.677094,0,0,1,0,1
Chicago Park District - Clarendon Park Day Camp,4501 N Clarendon Ave, Chicago, IL,60640,41.963677,-87.649316,0,0,1,0,1
Chicago Park District - Pottawattomie Park,7340 N Rogers Ave, Chicago, IL,60626,42.015208,-87.678089,0,0,1,0,1
Chicago Park District - Chippewa Park,6758 N Sacramento Ave, Chicago, IL,60645,42.004643,-87.704612,0,0,1,0,0
Chicago Park District - Paschen Park,1932 W Lunt Ave, Chicago, IL,60626,42.009047,-87.679881,0,0,1,0,1
Chicago Park District - Indian Boundary,2500 W Lunt Ave, Chicago, IL,60645,42.00869,-87.692372,0,0,1,0,1
Chicago Park District - Lakeshore Park,808 N Lake Shore Dr, Chicago, IL,60611,41.897491,-87.61993,0,0,1,0,1
Chicago Park District - Paul Revere Day Camp,2509 W Irving Park Rd, Chicago, IL,60618,41.953644,-87.692032,0,0,1,0,1
Chicago Park District - Bradley Park-Summer Day Camp,9729 S Yates Blvd, Chicago, IL,60617,41.718049,-87.564374,0,0,1,0,1
Chicago Park District - Euclid Park,9800 S Parnell Ave, Chicago, IL,60628,41.715721,-87.637594,0,0,1,0,1
Chicago Park District - West Chatham Park,8223 S Princeton Ave, Chicago, IL,60620,41.744669,-87.631918,0,0,1,0,1
Chicago Park District - Athletic Field Park,3546 W Addison St, Chicago, IL,60618,41.946721,-87.71698,0,0,1,0,1
Chicago Park District - Eugene Field Park,5100 N Ridgeway Ave, Chicago, IL,60625,41.973987,-87.722383,0,0,1,0,1
Chicago Park District - Chopin Park,3420 N Long Ave, Chicago, IL,60641,41.943206,-87.762451,0,0,1,0,0
Chicago Park District - Bell Park,3020 N Oak Park Ave, Chicago, IL,60634,41.935246,-87.79602,0,0,1,0,1
Chicago Park District - Kedvale Playground Park,4134 W Hirsch St, Chicago, IL,60651,41.906323,-87.730374,0,0,1,0,1
Chicago Park District - Mayfair Park I,4550 W Sunnyside Ave, Chicago, IL,60630,41.963097,-87.74204,0,0,1,0,1
Chicago Park District - Oz Park,2021 N Burling St, Chicago, IL,60614,41.9188,-87.646689,0,0,1,0,1
Chicago Park District - Schreiber Park,1552 W Schreiber, Chicago, IL,60626,41.999016,-87.669297,0,0,1,0,1
Chicago Park District - Sheil Park,3505 N Southport Ave, Chicago, IL,60657,41.945686,-87.663664,0,0,1,0,0
Chicago Park District - Humboldt Park,1400 N Sacramento Ave, Chicago, IL,60622,41.906638,-87.701431,0,0,1,0,1
Chicago Park District - Touhy Park,7348 N Paulina St, Chicago, IL,60626,42.015249,-87.672958,0,0,1,0,1
Chicago Park District - Wrightwood Park,2534 N Greenview Ave, Chicago, IL,60614,41.928218,-87.666464,0,0,1,0,1
Chicago Park District - Graver Park,1518 W 102nd Pl, Chicago, IL,60643,41.707435,-87.660445,0,0,1,0,1
Chicago Park District - Fernwood Park,10436 S Wallace St, Chicago, IL,60628,41.704217,-87.638339,0,0,1,0,1
Chicago Park District - Mann Park,13000 S Carondolet Ave, Chicago, IL,60633,41.659154,-87.549561,0,0,1,0,1
Chicago Park District - Commercial Park,1845 W Rice St, Chicago, IL,60622,41.896629,-87.673808,0,0,1,0,1
Chicago Park District - Eckhart Park Day Camp,1330 W Chicago Ave, Chicago, IL,60642,41.896697,-87.661407,0,0,1,0,1
Chicago Park District - Holstein Park,2200 N Oakley Ave, Chicago, IL,60647,41.921645,-87.685087,0,0,1,0,1
Chicago Park District - Haas Park,2402 N Washtenaw Ave, Chicago, IL,60647,41.925155,-87.695341,0,0,1,0,1
Chicago Park District - Ken-Well Playground,2945 N Kenosha Ave, Chicago, IL,60641,41.934888,-87.733663,0,0,1,0,1
Chicago Park District - Hiawatha Park,8029 W Forest Preserve Ave, Chicago, IL,60634,41.944182,-87.827251,0,0,1,0,1
Chicago Park District - Olympia Park Day Camp,6566 N Avondale Ave, Chicago, IL,60631,41.999352,-87.815174,0,0,1,0,1
Chicago Park District - Hollywood Park,3313 W Thorndale, Chicago, IL,60646,41.987482,-87.775215,0,0,1,0,1
Chicago Park District - Russell Square Park,3045 E 83rd St, Chicago, IL,60617,41.744367,-87.549797,0,0,1,0,1
Chicago Park District - Pulaski Park Day Camp,1419 W Blackhawk St, Chicago, IL,60631,41.906722,-87.663284,0,0,1,0,1
Chicago Park District - Merrimac Park,6343 W Irving Park Rd, Chicago, IL,60634,41.952643,-87.785189,0,0,1,0,1
Chicago Park District - Cragin Park,2611 N Lockwood Ave, Chicago, IL,60639,41.928173,-87.757848,0,0,1,0,1
Chicago Park District - Riis Park,6100 W Fullerton Ave, Chicago, IL,60639,41.923738,-87.785288,0,0,1,0,1
Chicago Park District - Peterson Park Day Camp I,5801 N Pulaski Rd Bldg J, Chicago, IL,60646,41.985787,-87.722743,0,0,1,0,1
Chicago Park District - Fuller Park Dist,331 W 45th St, Chicago, IL,60609,41.812254,-87.634608,0,0,1,0,1
Chicago Park District - Shedd Park,3660 W 23rd St, Chicago, IL,60623,41.850059,-87.717002,0,0,1,0,1
Chicago Park District - Simons Park,1640 N Drake Ave, Chicago, IL,60647,41.911128,-87.715429,0,0,1,0,1
Chicago Park District - Smith Park,2526 W Grand Ave, Chicago, IL,60612,41.891024,-87.690467,0,0,1,0,1
Chicago Park District - Wildwood Park,6950 N Hiawatha Ave, Chicago, IL,60646,42.006884,-87.777733,0,0,0,0,1
Chicago Park District - Wicker Park,1425 N Damen Ave, Chicago, IL,60622,41.908049,-87.676738,0,0,1,0,1
Chicago Park District - Sayre Park,6871 W Belden, Chicago, IL,60639,41.920817,-87.797124,0,0,1,0,1
Chicago Park District - Wilson Park,4630 N Milwaukee Ave, Chicago, IL,60630,41.964492,-87.758629,0,0,1,0,1
Chicago Park District - Jackson Park Field House,6401 S Stony Island Ave, Chicago, IL,60637,41.777713,-87.586935,0,0,1,0,1
Chicago Park District - Rainbow Beach Park,3111 E 79th St, Chicago, IL,60649,41.751719,-87.548714,0,0,1,0,1
Chicago Park District - Abbott Park,49 E 95th St, Chicago, IL,60628,41.721698,-87.62223,0,0,1,0,1
Chicago Park District - Archer Park,4901 S Kilbourn Ave, Chicago, IL,60632,41.80401,-87.735694,0,0,1,0,1
Chicago Park District - Cornell Square Pk,1809 W 50th St, Chicago, IL,60609,41.803066,-87.67055,0,0,1,0,1
Chicago Park District - Bosley Playground,3044 S Bonfield St, Chicago, IL,60608,41.839231,-87.653773,0,0,1,0,1
Chicago Park District - Marquette Park Day Camp,6734 S Kedzie Ave, Chicago, IL,60629,41.770989,-87.703051,1,0,1,0,0
Chicago Park District - Lawler Park,5210 W 65th St, Chicago, IL,60638,41.774629,-87.752244,0,0,1,0,1
Chicago Park District - Armour Square Park,3309 S Shields Ave, Chicago, IL,60616,41.834387,-87.635211,0,1,1,0,0
Chicago Park District - Moore Park,5085 W Adams St, Chicago, IL,60644,41.878052,-87.752747,0,0,1,0,1
Chicago Park District - Harrison Park,1824 S Wood St, Chicago, IL,60608,41.856909,-87.671916,0,0,1,0,1
Chicago Park District - Augusta Playground,4433 W Augusta Blvd, Chicago, IL,60651,41.898824,-87.73684,0,0,1,0,1
Chicago Park District - Rosedale Park,6312 W Rosedale Ave, Chicago, IL,60646,41.988503,-87.785807,0,0,1,0,1
Chicago Park District - Austin Park Dists,5610 W Lake St, Chicago, IL,60644,41.88835,-87.765806,0,0,1,0,1
Chicago Park District - Murray Park Fieldhouse,1743 W 73rd St, Chicago, IL,60636,41.761087,-87.667889,0,0,1,0,1
Chicago Park District - Ogden Park Fieldhouse,6500 S Racine Ave, Chicago, IL,60636,41.775051,-87.655356,0,0,1,0,1
Chicago Park District - Gage Park,2411 W 55th St, Chicago, IL,60632,41.793585,-87.684963,0,0,1,0,1
Chicago Park District - Minuteman Park,5940 S Central Ave, Chicago, IL,60638,41.78416,-87.762312,0,0,1,0,1
Chicago Park District - Lindbloom,6054 S Damen Ave, Chicago, IL,60636,41.783414,-87.67468,0,0,1,0,1
Chicago Park District - Normandy Park,6660 W 52nd St, Chicago, IL,60638,41.797772,-87.788575,0,0,1,0,1
Chicago Park District - Moran Park,5727 S Racine Ave, Chicago, IL,60636,41.789591,-87.654743,0,0,1,0,1
Chicago Park District - Sherman Park,1301 W 52nd St, Chicago, IL,60609,41.799267,-87.658628,0,0,1,0,1
Chicago Park District - Valley Forge Park,7001 W 59th St, Chicago, IL,60638,41.784464,-87.796171,0,0,1,0,1
Chicago Park District - Hayes Park,2936 W 85th St, Chicago, IL,60652,41.739006,-87.697062,0,0,1,0,1
Chicago Park District - Le Claire Hearst Park,5120 W 44th St, Chicago, IL,60638,41.813238,-87.751456,0,0,1,0,1
Chicago Park District - Hale Park,6258 W 62nd St, Chicago, IL,60638,41.779569,-87.777647,0,0,1,0,1
Chicago Park District - Wilson Playground,1122 W 34th Pl, Chicago, IL,60608,41.831967,-87.654609,0,0,1,0,1
Chicago Park District - Kelly Park,2725 W 41st St, Chicago, IL,60632,41.819061,-87.693807,0,0,1,0,1
Chicago Park District - Sherwood Park,5701 S Shields Ave, Chicago, IL,60621,41.790591,-87.634063,0,0,1,0,1
Chicago Park District - Rainey Park,4350 W 79th St, Chicago, IL,60652,41.750238,-87.729448,0,0,1,0,1
Chicago Park District - Donovan Park,3620 S Lituanica Ave, Chicago, IL,60609,41.82815,-87.647895,0,0,1,0,1
Chicago Park District - Lafollette Park,1333 N Laramie Ave, Chicago, IL,60651,41.905314,-87.755263,0,0,1,0,1
Chicago Park District - Senka Park,5626 S St Louis Ave, Chicago, IL,60629,41.790956,-87.710851,0,0,1,0,1
Chicago Park District - Bogan Park,3939 W 79th St, Chicago, IL,60652,41.748764,-87.720672,1,0,1,0,1
Chicago Park District - Kenwood-Shoe Smith Park Dist,1330 E 50th St, Chicago, IL,60615,41.804759,-87.59434,1,0,1,0,1
Chicago Park District - Robichaux Park,9247 S Eggleston Ave, Chicago, IL,60620,41.72632,-87.634356,0,0,1,0,1
Chicago Park District - Rowan Park,11546 S Avenue L, Chicago, IL,60617,41.684903,-87.537315,0,0,1,0,1
Chicago Park District - Wendell Smith Park,9912 S Princeton, Chicago, IL,60643,41.713897,-87.631219,0,0,1,0,1
Chicago Park District - McKiernan Park,10714 S Sawyer Ave, Chicago, IL,60655,41.698355,-87.70248,0,0,0,0,1
Chicago Park District - Washtenaw Playground,2521 S Washtenaw Ave, Chicago, IL,60608,41.84585,-87.692629,0,0,1,0,1
Chicago Park District - Piotrowski Park Day Camp,4247 W 31st St, Chicago, IL,60623,41.836505,-87.730851,0,0,1,0,1
Chicago Park District - Skinner Playground,1331 W Monroe St, Chicago, IL,60607,41.880042,-87.661428,0,0,1,0,1
Chicago Park District - Oakdale Park,965 W 95th St, Chicago, IL,60643,41.721005,-87.648512,0,0,1,0,1
Chicago Park District - Clark Park,4615 W Jackson Blvd, Chicago, IL,60644,41.876723,-87.740962,0,0,1,0,1
Chicago Park District - Dooley Park,3402 W 77th St, Chicago, IL,60652,41.75339,-87.707453,0,0,1,0,1
Chicago Park District - Meyering Playground Park Dist,7140 S King Dr, Chicago, IL,60619,41.764769,-87.615254,0,0,1,0,1
Chicago Park District - Carver Park,939 E 132nd St, Chicago, IL,60827,41.655837,-87.598625,0,0,1,0,1
Chicago Park District - Calumet Park,9801 S Avenue G, Chicago, IL,60617,41.71783,-87.530644,0,1,1,0,0
Chicago Park District - Ed White Park,1120 W 122nd St, Chicago, IL,60643,41.672242,-87.649898,0,1,1,0,1
Chicago Park District - Dawes Park,8040 S Damen Ave, Chicago, IL,60620,41.747316,-87.673078,0,0,1,0,1
Chicago Park District - Brands Park,3259 N Elston Ave, Chicago, IL,60618,41.940527,-87.699785,0,0,1,0,1
Chicago Park District - Lowe Park,5203 S Lowe Ave, Chicago, IL,60609,41.799596,-87.641613,0,0,1,0,1
Chicago Park District - Trumbull Park,2400 E 105th St, Chicago, IL,60617,41.704573,-87.565666,0,0,1,0,1
Chicago Park District - Williams Park,2710 S Dearborn St, Chicago, IL,60616,41.844179,-87.62886,0,1,1,0,1
Chicago Park District - Lake Meadows Park,3117 S Rhodes, Chicago, IL,60616,41.837651,-87.611568,0,0,1,0,1
Chicago Park District - Foster Park 1,1440 W 84th St, Chicago, IL,60620,41.741704,-87.660008,0,0,1,0,1
Chicago Park District - John C Haines Park,247 W 23rd Pl, Chicago, IL,60616,41.849762,-87.633901,1,0,1,0,1
Chicago Park District - Don Nash Comm Center,1833 E 71st St, Chicago, IL,60649,41.765817,-87.579949,0,0,1,0,1
Chicago Park District - Curie Park,4949 S Archer Ave, Chicago, IL,60632,41.80258,-87.722943,0,0,1,0,1
Chicago Park District - The Park At NTA,55 W 22nd St, Chicago, IL,60616,41.852134,-87.634784,0,0,1,0,1
Chicago Park District - Mozart Park,2036 N Avers Ave, Chicago, IL,60647,41.917651,-87.72352,0,0,1,0,1
Chicago Park District - Garfield Park,100 N Central Park Ave, Chicago, IL,60624,41.88142,-87.715891,0,0,1,0,1
Chicago Park District - Franklin Park 202,4320 W 15th St, Chicago, IL,60623,41.861102,-87.733074,0,0,1,0,1
Chicago Park District - Galewood Park,5729 W Bloomingdale Ave, Chicago, IL,60639,41.912429,-87.768985,0,0,1,0,1
Chicago Park District - Scottsdale Park,4637 W 83rd St, Chicago, IL,60652,41.741719,-87.736067,0,0,1,0,1
Chicago Park District - Woodhull Playground,7340 S East End Ave, Chicago, IL,60649,41.76217,-87.58372,0,0,1,0,1
Chicago Park District - Cooper Park,1323 W 117th St, Chicago, IL,60643,41.681253,-87.655112,0,0,1,0,1
Chicago Park District - Adams Playground,1919 N Seminary Ave, Chicago, IL,60614,41.916482,-87.655088,0,0,1,0,0
Chicago Park District - Grand Crossing Park,7655 S Ingleside Ave, Chicago, IL,60619,41.755693,-87.601219,0,0,1,0,1
Chicago Park District - Veterans Memorial Park,2820 E 98th St, Chicago, IL,60617,41.717648,-87.555844,0,0,1,0,1
Chicago Park District - Nichols Park,1355 E 53rd St, Chicago, IL,60615,41.79947,-87.592545,0,0,1,0,1
Chicago Park District - Jackie Robinson Park,10540 S Morgan St, Chicago, IL,60643,41.702288,-87.648384,0,0,1,0,1
Chicago Park District - Robert Taylor Park,39 W 47th St, Chicago, IL,60609,41.809183,-87.627631,0,0,1,0,1
Chicago Park District - Seward Park,375 W Elm St, Chicago, IL,60610,41.902825,-87.637418,0,0,1,0,1
Chicago Park District - Taylor Lauridsen Park,704 W 42nd St, Chicago, IL,60609,41.817903,-87.643765,0,0,1,0,1
Chicago Park District - Gompers,4222 W Foster Ave, Chicago, IL,60630,41.97629,-87.736666,0,0,1,0,1
Chicago Park District - Chase Culture Program,4701 N Ashland Ave, Chicago, IL,60640,41.967679,-87.668851,0,0,1,0,1
Chicago Park District - Willye White Park,1610 W Howard, Chicago, IL,60626,42.019617,-87.671293,0,0,1,0,1
Chicago Park District - Tarkington Park,3344 W 71st St, Chicago, IL,60629,41.764707,-87.707019,0,0,1,0,1
Chicago Park District - Davis Square Park,4430 S Marshfield Ave, Chicago, IL,60609,41.813237,-87.666885,0,0,1,0,1
Chicago Park District - Douglas TR,1401 S Sacramento Dr, Chicago, IL,60623,41.863235,-87.702048,0,0,1,1,1
Chicago Park District - Wentworth Gardens,3770 S Wentworth Ave, Chicago, IL,60609,41.825545,-87.631754,0,0,1,0,1
Chicago Park District - Chicago Womens Park,1801 S Indiana Ave, Chicago, IL,60616,41.857659,-87.622016,0,0,1,0,1
Chicago Park District - Gage TR,2411 W 55th Street, Chicago, IL,60629,41.793585,-87.684963,0,0,1,0,1
Chicago Park District - Mandrake,900 E. Mandrake, Chicago, IL,60653,41.823338,-87.607035,0,0,1,0,1
Chicago Park District - HORNER CAMP SIGN,2741 W. Montrose, Chicago, IL,60618,41.960554,-87.69771,0,0,1,0,1
Chicago Park District - Daley Bicentennial Park,337 E Randolph Dr, Chicago, IL,60601,41.882789,-87.618923,0,0,0,0,1
Chicago Park District - Ping Tom,1700 S. Wentworth Ave., Chicago, IL,60616,41.858828,-87.631936,0,0,1,0,1
Chicago Park District - Warren Special Event,6601 N. Western, Chicago, IL,60645,42.002228,-87.688961,0,0,1,0,0
For Your Consciousness Ministrie - Bethel Imani Lutheran Church,6201 S Sangamon St, Chicago, IL,60621,41.781173,-87.648135,0,1,1,0,0
For Your Consciousness Ministrie - For Your Consciousness Ministrie,1923 W 51st St, Chicago, IL,60609,41.800995,-87.673022,0,1,1,0,0
For Your Consciousness Ministrie - Pleasant Hill M. B. Church,7950 S. Normal, Chicago, IL,60620,41.7493,-87.636937,0,1,1,0,0
For Your Consciousness Ministrie - Univeral   Temple,4154 W Lake St, Chicago, IL,60624,41.885981,-87.730428,0,1,1,0,0
New Mt Calvary MB Church Chicago - New Mt Calvary MB Church Chicago,1850 W Marquette Rd, Chicago, IL,60636,41.772321,-87.670837,0,1,1,0,0
Bibleway Apostolic Faith Church - No. Lawndale Coll Prep Football Collins Academy,1313 S Sacramento Dr,Chicago,IL,60623,41.864363,-87.70107,1,0,0,1,0
New Life Community Ministries - Green Grove M B Church,1049 W Marquette Rd,Chicago,IL,60621,41.772361,-87.651,0,1,1,0,0
New Life Community Ministries - gifts from God,1818 west 74th street,chicago,IL,60636,41.759553,-87.669428,0,1,1,0,0
New Life Community Ministries - Maple Park UMC,11705 S. Elizabeth,Chicago,IL,60643,41.681032,-87.652741,0,1,1,0,0
New Life Community Ministries - Christian Fellowship Flock,10724 S. Ewing,Chicago,IL,60617,41.700115,-87.535675,0,1,1,0,0
New Life Community Ministries - Generation to Generation UMC,11731 S. Avenue,Chicago,IL,60617,41.691972,-87.52823,0,1,1,0,0
New Life Community Ministries - Mission Cristitiana Elim,1615 W. Morse Ave,Chicago,IL,60626,42.007507,-87.670639,0,1,1,0,0
New Life Community Ministries - Shalom,1400 N. Ridgeway,Chicago,IL,60651,41.906481,-87.720572,0,1,1,0,0
New Life Community Ministries - St. Matthew UMC,1000 N Orleans,Chicago,IL,60610,41.90089,-87.637648,0,1,1,0,0
New Life Community Ministries - apostolic assembly church,10708 vincennes ave,chicago,IL,60643,41.699386,-87.658764,0,1,1,0,0
New Life Community Ministries - christian faith fellowship,1140 west 59th,chicago,IL,60629,41.787145,-87.653928,0,1,1,0,0
New Life Community Ministries - Colonial,12814 S. Lowe,Chicago,IL,60607,41.66093,-87.638191,0,1,1,0,0
New Life Community Ministries - Covenant Faith,10505 S Halsted,Chicago,IL,60661,41.70312,-87.642508,0,1,1,0,0
New Life Community Ministries - Hope Presbyterian,1354 W. 61st,Chicago,IL,60636,41.783324,-87.659178,0,1,1,0,0
New Life Community Ministries - Sheldon Heights,11325 S. Halsted,Chicago,IL,60628,41.687915,-87.64187,0,1,1,0,0
New Life Community Ministries - Christ Centered Ministries,1533 W. Drake,Chicago,IL,60623,41.859808,-87.713733,0,1,1,0,0
New Life Community Ministries - Greater St. John,1256 N. Waller,Chicago,IL,60651,41.90369,-87.768527,0,1,1,0,0
New Life Community Ministries - Family Empowerment Center,1533 W. Devon,Chicago,IL,60660,41.997859,-87.669138,0,1,1,0,0
New Life Community Ministries - First Congregational Church,1305 N. Hamlin,Chicago,IL,60651,41.904786,-87.721145,0,1,1,0,0
New Life Community Ministries - Greater Galilee,1308 S. idependence,Chicago,IL,60624,41.864002,-87.720515,0,1,1,0,0
New Life Community Ministries - New Life Centers,1410 N. Springfield,Chicago,IL,60651,41.906703,-87.724296,0,1,1,0,0
New Life Community Ministries - Wendell Green Boys & Girls,1150 W 96th St,Chicago,IL,60643,41.719522,-87.652394,1,1,1,0,0
New Life Community Ministries - Grace Family Worship,12735 S Halsted St,Chicago,IL,60628,41.662384,-87.641027,0,1,1,0,0
New Life Community Ministries - True Love MBC,105 N Laramie Ave,Chicago,IL,60644,41.882623,-87.754804,0,1,1,0,0
Hopewell Primitive Baptist Church - Hopewell Primitive Baptist Church,1400 S Kolin Ave,Chicago,IL,60623,41.862139,-87.733961,0,1,1,0,0
Faith Miracle Temple Church - New First Deliverance MB Church,1539 S. Christiana,Chicago,IL,60623,41.85972,-87.708776,0,1,1,0,0
Faith Miracle Temple Church - Girls of Grace,1125 W 95th St,Chicago,IL,60643,41.721098,-87.651611,0,1,1,0,0
The Lords Way Missionary - The Lords Way Missionary,1250 E 75th St,Chicago,IL,60619,41.758899,-87.593461,0,1,1,0,0
Noble Street Charter Schools - Noble St Chtr Rauner College Prep,1337 W Ohio St,Chicago,IL,60642,41.892253,-87.661237,0,1,1,0,0
Noble Street Charter Schools - Noble St Chtr-UIC College Prep,1231 S Damen Ave,Chicago,IL,60608,41.865384,-87.67574,0,1,1,0,0
Noble Street Charter Schools - Noble Street Charter School Day Camp,1010 N Noble St,Chicago,IL,60642,41.900028,-87.66286,0,1,1,0,0
Noble Street Charter Schools - Noble St Chtr-Chicago Bulls Prep,2040 W Adams St,Chicago,IL,60612,41.879092,-87.67842,0,1,1,0,0
Noble Street Charter Schools - Noble St Chtr-Muchin College Prep,1 N State St,Chicago,IL,60602,41.882414,-87.627249,0,1,1,0,0
Noble Street Charter Schools - Golder College Prep,1454 W Superior St,Chicago,IL,60642,41.895495,-87.664437,0,0,1,0,0
Catholic Charities of Archdioces - Carver Military Academy HS,13100 S Doty Ave,Chicago,IL,60827,41.656615,-87.589354,1,1,1,0,0
Catholic Charities of Archdioces - Fenger Academy High School,11220 S Wallace St,Chicago,IL,60628,41.68968,-87.638355,1,0,1,0,0
Catholic Charities of Archdioces - MO Leone Park,1222 W Touhy Ave,Chicago,IL,60626,42.013159,-87.66253,0,0,1,0,0
Catholic Charities of Archdioces - Rose Of Light Church,1302 W 74th St,Chicago,IL,60636,41.759799,-87.65767,0,1,1,0,0
Catholic Charities of Archdioces - St Joseph Services,1041 N Campbell,Chicago,IL,60622,41.900409,-87.689389,0,1,1,0,0
Catholic Charities of Archdioces - MO St John De La Lasalle,10205 S King Dr,Chicago,IL,60628,41.708917,-87.613703,0,0,1,0,0
Catholic Charities of Archdioces - South Central Community Services,1021 E 83rd St,Chicago,IL,60619,41.74378,-87.599489,0,1,1,0,0
Catholic Charities of Archdioces - MO Concordia Apartments,13105 S Daniel Dr,Chicago,IL,60627,41.657316,-87.615921,0,0,1,0,0
Catholic Charities of Archdioces - MO Leigh Johnson Courts,1108 E 73rd St,Chicago,IL,60619,41.762414,-87.597319,0,0,1,0,0
Catholic Charities of Archdioces - MO Park Shore East Cooperative,1561 E 61st St,Chicago,IL,60637,41.78379,-87.587974,0,0,1,0,0
